metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags
http_reqs,1663863232,1.000000,,,,true,::setup,GET,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,HTTP/1.1,,,200,,,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,
http_req_duration,1663863232,230.289201,,,,true,::setup,GET,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,HTTP/1.1,,,200,,,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,
http_req_blocked,1663863232,178.541868,,,,true,::setup,GET,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,HTTP/1.1,,,200,,,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,
http_req_connecting,1663863232,178.479570,,,,true,::setup,GET,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,HTTP/1.1,,,200,,,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,
http_req_tls_handshaking,1663863232,0.000000,,,,true,::setup,GET,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,HTTP/1.1,,,200,,,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,
http_req_sending,1663863232,0.085076,,,,true,::setup,GET,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,HTTP/1.1,,,200,,,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,
http_req_waiting,1663863232,229.807182,,,,true,::setup,GET,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,HTTP/1.1,,,200,,,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,
http_req_receiving,1663863232,0.396943,,,,true,::setup,GET,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,HTTP/1.1,,,200,,,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,
http_req_failed,1663863232,0.000000,,,,true,::setup,GET,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,HTTP/1.1,,,200,,,http://34.125.201.204:9098/exec?limit=0%2C1000&explain=true&count=true&src=con&query=CREATE+TABLE+IF+NOT+EXISTS+smart_irrigation_data%0A+%28%0A+data_id+SYMBOL+NOCACHE%2C%0A+device_id+SYMBOL%2C%0A+device_type+SYMBOL+capacity+3%2C%0A+reported_at+TIMESTAMP%2C%0A+payload_temperature+FLOAT%2C%0A+payload_humidity+FLOAT%2C%0A+payload_soil_moisture+FLOAT%2C%0A+payload_illuminance+FLOAT%2C%0A+payload_valve_status+boolean%0A+%29+timestamp%28reported_at%29%0A+PARTITION+BY+MONTH&timings=true,
vus,1663863233,0.000000,,,,,,,,,,,,,,,
